VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
9744,FREDERICK WILDMAN & SONS,22440,S Aviron 12 Fleurie Madrieir,14.86,21.99,750.0,12,178.32,14.0,307.85999999999996,285.87,1.54,3999.93,129.53999999999996,42.077567725589546,1.1666666666666667,1.7264468371467023,14.86,Medium,-29.72
9815,WINE GROUP INC,22406,Three Wishes Cab Svgn,2.14,3.29,750.0,82,175.48,55.0,180.95,72.38,6.140000000000001,27100.41,5.469999999999999,3.0229345122962137,0.6707317073170732,1.0311716434921359,2.1399999999999997,Large,57.78
2000,SOUTHERN WINE & SPIRITS NE,23308,Ch Canon St Emilion Gr Cr 11,87.58,126.99,750.0,2,175.16,5.0,634.95,380.96999999999997,0.56,19016.59,459.7900000000001,72.41357587211593,2.5,3.6249714546700162,87.58,Small,-262.74
9744,FREDERICK WILDMAN & SONS,24387,Steph Avrn Julienas Vielles,13.42,19.99,750.0,13,174.45999999999998,11.0,219.89,179.91,1.22,3999.93,45.43000000000001,20.660330165082545,0.8461538461538461,1.2604035308953343,13.419999999999998,Medium,26.84
17031,FLAG HILL WINERY & VINEYARD,32807,Flag Hill De Chaunac Red NH,7.58,12.99,750.0,23,174.34,16.0,207.84,142.89000000000001,1.77,1573.31,33.5,16.118167821401077,0.6956521739130435,1.1921532637375243,7.58,Medium,53.06
9165,ULTRA BEVERAGE COMPANY LLP,20684,A Bichot Clos Marechaudes,58.06,127.49,750.0,3,174.18,3.0,269.96999999999997,269.96999999999997,0.33,68054.7,95.78999999999996,35.48172019113234,1.0,1.549948329314502,58.06,Small,0.0
4425,MARTIGNETTI COMPANIES,11918,Ch de Beaucastel Pape Blanc,85.61,139.9,750.0,2,171.22,5.0,624.9499999999999,374.96999999999997,0.55,144929.24,453.7299999999999,72.60260820865668,2.5,3.6499824786823964,85.61,Small,-256.83
7749,R.P.IMPORTS INC,19591,Goulee Cos d'Estournel 10,28.47,42.99,750.0,6,170.82,5.0,214.95000000000002,171.96,0.55,91.5,44.130000000000024,20.530355896720177,0.8333333333333334,1.2583421145064981,28.47,Small,28.47
4425,MARTIGNETTI COMPANIES,24993,Tardieu Laurent Le Becs Fins,12.92,18.99,750.0,13,167.95999999999998,11.0,208.89,151.92,1.22,144929.24,40.93000000000001,19.59404471252813,0.8461538461538461,1.2436889735651346,12.919999999999998,Medium,25.84
9815,WINE GROUP INC,26000,Vista Point Cab Svgn,2.31,3.49,750.0,72,166.32,60.0,209.4,17.450000000000003,6.75,27100.41,43.08000000000001,20.5730659025788,0.8333333333333334,1.2590187590187591,2.31,Large,27.72
3960,DIAGEO NORTH AMERICA INC,817,Gordons Vodka,6.81,8.99,1000.0,24,163.44,24.0,215.76,8.99,25.2,257032.07,52.31999999999999,24.249165739710786,1.0,1.3201174743024964,6.81,Medium,0.0
90024,VINILANDIA USA,14697,Ch Musar Jeune Rouge,13.6,19.99,750.0,12,163.2,12.0,239.88,19.99,1.35,2802.64,76.68,31.96598299149575,1.0,1.4698529411764707,13.6,Medium,0.0
7153,PINE STATE TRADING CO,24411,Marques de Grinon 10 Cab Svg,27.02,39.99,750.0,6,162.12,9.0,359.91,319.92,0.99,15884.82,197.79000000000002,54.955405518046184,1.5,2.220022205773501,27.02,Small,-81.06
4425,MARTIGNETTI COMPANIES,24991,Ch Behere Courtin Pauillac,40.4,58.99,750.0,4,161.6,6.0,353.94,58.99,0.68,144929.24,192.34,54.34254393400011,1.5,2.190222772277228,40.4,Small,-80.8
1601,VRANKEN AMERICA,25279,Pommery Cuvee Louise 2002,80.64,124.99,750.0,2,161.28,3.0,374.96999999999997,374.96999999999997,0.33,1048.97,213.68999999999997,56.988559084726774,1.5,2.3249627976190474,80.64,Small,-80.64
1587,VINEYARD BRANDS INC,44857,Fairview Pinotage Paarl,9.45,13.99,750.0,17,160.65,22.0,307.78,153.89000000000001,2.46,6070.09,147.12999999999997,47.80362596659951,1.2941176470588236,1.9158418923124803,9.450000000000001,Medium,-47.25
90047,CRUSH WINES,13960,Vieux Clocher Cote du Rhone,7.28,11.99,750.0,22,160.16,14.0,195.86,83.94,1.56,1457.73,35.70000000000002,18.227305218012873,0.6363636363636364,1.222902097902098,7.28,Medium,58.24
9744,FREDERICK WILDMAN & SONS,25629,Marchesi Barolo Ruvei B Alba,12.24,17.99,750.0,13,159.12,10.0,179.89999999999998,71.96,1.12,3999.93,20.779999999999973,11.550861589772083,0.7692307692307693,1.1305932629462039,12.24,Medium,36.72
1392,CONSTELLATION BRANDS INC,39650,Vendange Chard 192/2Pk  Plt,13.07,19.99,3000.0,12,156.84,12.0,191.88,15.99,5.4,79528.99,35.03999999999999,18.261413383364598,1.0,1.2234123947972455,13.07,Medium,0.0
90047,CRUSH WINES,26324,Elizabeth Rose Pnt Nr,13.07,19.99,750.0,12,156.84,12.0,239.88,19.99,1.35,1457.73,83.03999999999999,34.61730865432716,1.0,1.5294567712318285,13.07,Medium,0.0
4425,MARTIGNETTI COMPANIES,22032,Hob Nob Wicked Red Ltd Ed,6.53,9.99,750.0,24,156.72,18.0,179.82,49.95,2.01,144929.24,23.099999999999994,12.846179512846176,0.75,1.1473966309341501,6.53,Medium,39.18
4425,MARTIGNETTI COMPANIES,22073,Opus One 11,156.46,229.99,750.0,1,156.46,3.0,689.97,689.97,0.33,144929.24,533.51,77.32365175297477,3.0,4.409881119775022,156.46,Small,-312.92
8112,MOET HENNESSY USA INC,36308,Dom Chandon Riche Extra Dry,13.01,18.99,750.0,12,156.12,12.0,227.88,75.96,1.34,48347.26,71.75999999999999,31.49025803054239,1.0,1.4596464258262873,13.01,Medium,0.0
4692,KOBRAND CORPORATION,20669,Croft Port 11,51.94,79.99,750.0,3,155.82,4.0,319.96,79.99,0.45,9139.38,164.14,51.30016252031504,1.3333333333333333,2.0533949428828135,51.94,Small,-51.94
2000,SOUTHERN WINE & SPIRITS NE,23038,Zenato Lugana Brut,19.47,34.99,750.0,8,155.76,17.0,512.8299999999999,331.89,1.8800000000000001,19016.59,357.06999999999994,69.62736189380496,2.125,3.2924370826913196,19.47,Small,-175.23
90047,CRUSH WINES,19040,The Path Merlot,6.49,11.99,750.0,24,155.76,22.0,263.78,119.9,2.47,1457.73,108.01999999999998,40.95079232693911,0.9166666666666666,1.693502824858757,6.489999999999999,Medium,12.98
4425,MARTIGNETTI COMPANIES,25512,Sbragia Cab Svgn Monte Rosse,30.87,45.99,750.0,5,154.35,4.0,183.96,183.96,0.44,144929.24,29.610000000000014,16.09589041095891,0.8,1.1918367346938776,30.869999999999997,Small,30.87
4425,MARTIGNETTI COMPANIES,24135,Chanson Vire Clesse,15.43,22.99,750.0,10,154.3,18.0,413.82,183.92,2.0100000000000002,144929.24,259.52,62.71325697163017,1.8,2.681918340894361,15.430000000000001,Small,-123.44
2000,SOUTHERN WINE & SPIRITS NE,1215,Tullibardine Sherry Finish,50.77,64.99,750.0,3,152.31,17.0,1104.83,1104.83,13.43,19016.59,952.52,86.21416869563645,5.666666666666667,7.2538244370034795,50.77,Small,-710.7800000000001
9165,ULTRA BEVERAGE COMPANY LLP,22220,Salted Caramel Martini Wine,6.33,9.49,500.0,24,151.92,17.0,161.33,123.37,1.32,68054.7,9.410000000000025,5.83276513977563,0.7083333333333334,1.0619404949973672,6.329999999999999,Medium,44.31
10754,PERFECTA WINES,23962,Enzo Boglietti Dolcetto Alba,12.66,18.99,750.0,12,151.92,11.0,230.89,146.92999999999998,1.21,28720.52,78.97,34.20243405950886,0.9166666666666666,1.5198130595050026,12.659999999999998,Medium,12.66
2561,EDRINGTON AMERICAS,2118,The Glenturret 27 Yr Old,151.51,199.99,750.0,1,151.51,2.0,399.98,199.99,1.57,9654.5,248.47000000000003,62.120606030301516,2.0,2.6399577585637917,151.51,Small,-151.51
90011,FORTUNE WINE BROKERS LLC,26146,Montelvini CabMerlot,151.01,221.99,20000.0,1,151.01,1.0,221.99,221.99,3.0,238.60999999999999,70.98000000000002,31.974413261858647,1.0,1.470035097013443,151.01,Small,0.0
8673,STE MICHELLE WINE ESTATES,10399,Spring Vly Uriah Walla Walla,21.33,31.99,750.0,7,149.31,7.0,244.93,174.95000000000002,0.78,15919.7,95.62,39.03972563589597,1.0,1.6404125644631975,21.330000000000002,Small,0.0
98450,Serralles Usa LLC,6877,Original Wondermint Schnapps,13.56,18.99,750.0,11,149.16,19.0,360.80999999999995,322.83,15.0,856.02,211.64999999999995,58.65968238130872,1.7272727272727273,2.418946098149638,13.56,Small,-108.48
9744,FREDERICK WILDMAN & SONS,25646,Marchesi Di Barolo Sbirolo N,12.41,18.99,750.0,12,148.92,12.0,227.88,151.92,1.32,3999.93,78.96000000000001,34.64981569246973,1.0,1.5302175664786464,12.409999999999998,Medium,0.0
7153,PINE STATE TRADING CO,22567,Our Daily Red Cab Svgn,3.21,4.79,750.0,46,147.66000000000003,24.0,248.76,153.85,2.65,15884.82,101.09999999999997,40.64158224794982,0.5217391304347826,1.684681023973994,3.2100000000000004,Large,70.62
2000,SOUTHERN WINE & SPIRITS NE,19694,Ch Pichon Longueville Rsv Co,49.01,74.99,750.0,3,147.03,3.0,224.96999999999997,224.96999999999997,0.33,19016.59,77.93999999999997,34.644619282571,1.0,1.530095898796164,49.01,Small,0.0
90011,FORTUNE WINE BROKERS LLC,41318,R Perrin Chtnf du Pape,24.34,36.99,750.0,6,146.04,6.0,221.94,73.98,0.67,238.60999999999999,75.9,34.19843200865099,1.0,1.519720624486442,24.34,Small,0.0
12546,JIM BEAM BRANDS COMPANY,2036,Jim Beam Signature Craft Ltd,29.13,36.99,750.0,5,145.65,34.0,1287.66,1176.69,26.84,123880.97,1142.01,88.68878430641628,6.8,8.840782698249228,29.130000000000003,Small,-844.77
4425,MARTIGNETTI COMPANIES,17118,Heitz Martha's Vyd Cab Svgn,145.15,224.99,750.0,1,145.15,1.0,224.99,224.99,0.11,144929.24,79.84,35.48602160096004,1.0,1.5500516706854979,145.15,Small,0.0
8892,TRINCHERO FAMILY ESTATES,20133,Fancy Pants Cab Svgn,6.03,8.99,750.0,24,144.72,21.0,188.79,143.84,2.32,11595.97,44.06999999999999,23.343397425711103,0.875,1.304519071310116,6.03,Medium,18.09
90047,CRUSH WINES,22839,Tomada de Castro Albarino,11.99,17.99,750.0,12,143.88,12.0,215.88,89.94999999999999,1.34,1457.73,72.0,33.35186214563646,1.0,1.500417014178482,11.99,Medium,0.0
2000,SOUTHERN WINE & SPIRITS NE,16503,Lafite Rsv Speciale Bl Brdx,5.99,8.99,750.0,24,143.76,11.0,179.89,147.91,1.21,19016.59,36.129999999999995,20.08449608093835,0.4583333333333333,1.2513216471897608,5.989999999999999,Medium,77.87
2000,SOUTHERN WINE & SPIRITS NE,23284,Ch Les Carruades 11 Lafitte,142.85,219.99,750.0,1,142.85,1.0,219.99,219.99,0.11,19016.59,77.14000000000001,35.065230237738085,1.0,1.5400070003500177,142.85,Small,0.0
9552,M S WALKER INC,1164,Dingle Original PotStill Gin,23.8,29.99,750.0,6,142.8,6.0,179.94,29.99,4.72,55551.82,37.139999999999986,20.64021340446815,1.0,1.2600840336134453,23.8,Small,0.0
90047,CRUSH WINES,16140,Ravines Meritage,15.86,24.99,750.0,9,142.74,21.0,524.79,399.84,2.32,1457.73,382.04999999999995,72.80054879094494,2.3333333333333335,3.676544766708701,15.860000000000001,Small,-190.32
12546,JIM BEAM BRANDS COMPANY,655,DeKuyper Cactus Juice,8.39,10.99,750.0,17,142.63,14.0,153.85999999999999,21.98,11.02,123880.97,11.22999999999999,7.298843104120623,0.8235294117647058,1.078735188950431,8.39,Medium,25.17
6213,MHW LTD,315,Travis Hasse's Apple Pie Liq,11.76,15.99,750.0,12,141.12,11.0,175.89000000000001,159.9,8.68,9621.58,34.77000000000001,19.768036841207575,0.9166666666666666,1.2463860544217689,11.76,Medium,11.76
90047,CRUSH WINES,12783,Il Colle Prosecco Brut,11.72,16.99,750.0,12,140.64,12.0,203.88,16.99,1.35,1457.73,63.24000000000001,31.018246027074753,1.0,1.4496587030716725,11.719999999999999,Medium,0.0
4550,KLIN SPIRITS LLC,4289,Silver Root Marley Rum,10.78,14.99,750.0,13,140.14,10.0,149.9,134.91,7.890000000000001,531.5,9.76000000000002,6.511007338225497,0.7692307692307693,1.0696446410732126,10.78,Medium,32.339999999999996
3960,DIAGEO NORTH AMERICA INC,2968,Yukon Jack Wicked Hot,11.59,15.99,750.0,12,139.08,9.0,143.91,127.92,7.1000000000000005,257032.07,4.829999999999984,3.3562643318740775,0.75,1.0347282139775666,11.590000000000002,Medium,34.769999999999996
8320,SHAW ROSS INT L IMP LTD,2353,Ron Barcelo Imperial Rum,23.01,28.99,750.0,6,138.06,6.0,173.94,28.99,4.72,3151.92,35.879999999999995,20.627802690582957,1.0,1.2598870056497176,23.01,Small,0.0
4425,MARTIGNETTI COMPANIES,14638,Bongiovanni Dolceo D'Alba,11.48,16.99,750.0,12,137.76,9.0,152.91,84.94999999999999,1.0,144929.24,15.150000000000006,9.907788895428688,0.75,1.1099738675958188,11.479999999999999,Medium,34.44
9165,ULTRA BEVERAGE COMPANY LLP,19988,Querceto Il Picchio Chianti,34.01,49.99,750.0,4,136.04,6.0,299.94,299.94,0.66,68054.7,163.9,54.644262185770486,1.5,2.204792708027051,34.01,Small,-68.02
480,BACARDI USA INC,3613,Bacardi Reserva Limitada,67.66,89.99,750.0,2,135.32,3.0,269.96999999999997,179.98,2.3600000000000003,89286.27,134.64999999999998,49.87591213838574,1.5,1.9950487732781554,67.66,Small,-67.66
9552,M S WALKER INC,26704,Summers Calistoga Cab Svgn N,16.89,24.99,750.0,8,135.12,7.0,174.92999999999998,149.94,0.77,55551.82,39.809999999999974,22.757674498370765,0.875,1.2946269982238008,16.89,Small,16.89
7153,PINE STATE TRADING CO,26430,Contos de Valpiedra Rioja,13.42,19.99,750.0,10,134.2,10.0,199.9,19.99,1.12,15884.82,65.70000000000002,32.86643321660831,1.0,1.4895678092399405,13.419999999999998,Small,0.0
9744,FREDERICK WILDMAN & SONS,15496,C Monaci Kreos Rosato,12.16,17.99,750.0,11,133.76,8.0,143.92,71.96,0.89,3999.93,10.159999999999997,7.059477487493051,0.7272727272727273,1.075956937799043,12.159999999999998,Small,36.480000000000004
4692,KOBRAND CORPORATION,25082,Jadot Bouzeron 13,14.86,21.99,750.0,9,133.74,14.0,307.85999999999996,263.88,1.54,9139.38,174.11999999999995,56.55817579419215,1.5555555555555556,2.301929116195603,14.860000000000001,Small,-74.3
9552,M S WALKER INC,18788,Triton Avante Mencia,10.27,14.99,750.0,13,133.51,41.0,614.59,479.68,4.53,55551.82,481.08000000000004,78.2765746269871,3.1538461538461537,4.603325593588496,10.27,Medium,-287.56
9165,ULTRA BEVERAGE COMPANY LLP,2555,The GlenDronach Cask Strngth,66.66,89.99,750.0,2,133.32,11.0,989.89,989.89,8.690000000000001,68054.7,856.5699999999999,86.53183687076341,5.5,7.424917491749175,66.66,Small,-599.9399999999999
4848,LAIRD & CO,19334,Amadeo Chianti,5.47,7.99,750.0,24,131.28,24.0,191.76,7.99,2.7,1043.69,60.47999999999999,31.53942428035044,1.0,1.4606946983546618,5.47,Medium,0.0
4425,MARTIGNETTI COMPANIES,16724,Ch Haut Gravet Saint-Emillon,25.97,39.99,750.0,5,129.85,40.0,1599.6000000000001,1039.74,4.43,144929.24,1469.7500000000002,91.88234558639661,8.0,12.31882941855988,25.97,Small,-908.9499999999999
7749,R.P.IMPORTS INC,19058,Chateau Camensac 10,32.43,47.99,750.0,4,129.72,8.0,383.92,191.96,0.89,91.5,254.20000000000002,66.21171077307773,2.0,2.9596053037311134,32.43,Small,-129.72
2000,SOUTHERN WINE & SPIRITS NE,2849,Tullibardine 20 YO Highland,129.49,179.99,750.0,1,129.49,3.0,539.97,539.97,2.37,19016.59,410.48,76.01903809470897,3.0,4.169974515406595,129.49,Small,-258.98
4425,MARTIGNETTI COMPANIES,16694,Adissat Cotes du Rhone,9.93,14.99,750.0,13,129.09,17.0,254.83,224.85,1.87,144929.24,125.74000000000001,49.34269905427148,1.3076923076923077,1.9740491130219227,9.93,Medium,-39.72
10754,PERFECTA WINES,22930,La Puerta Alta Malbec Bonrda,10.73,15.99,750.0,12,128.76,12.0,191.88,15.99,1.35,28720.52,63.120000000000005,32.89555972482802,1.0,1.4902143522833178,10.729999999999999,Medium,0.0
516,BANFI PRODUCTS CORP,43821,Little Black Dress Pnt Grigi,5.36,7.99,750.0,24,128.64,14.0,147.86,114.89,1.55,8510.41,19.220000000000027,12.998782632219685,0.5833333333333334,1.1494092039800998,5.359999999999999,Medium,53.6
2000,SOUTHERN WINE & SPIRITS NE,19322,Kirkland Signature Chard,5.3,7.79,750.0,24,127.2,21.0,163.59,46.74,2.35,19016.59,36.39,22.24463598019439,0.875,1.2860849056603774,5.3,Medium,15.899999999999999
9815,WINE GROUP INC,11150,Fish Eye Rsl,5.47,7.99,750.0,23,125.81,19.0,151.81,63.92,2.12,27100.41,26.0,17.12667149726632,0.8260869565217391,1.2066608377712424,5.47,Medium,21.88
4425,MARTIGNETTI COMPANIES,23603,Sidebar Svgn Bl,15.68,23.99,750.0,8,125.44,14.0,335.85999999999996,335.85999999999996,1.54,144929.24,210.41999999999996,62.651104626927875,1.75,2.6774553571428568,15.68,Small,-94.08
10754,PERFECTA WINES,24273,von Buhl Jazz Rsl,10.45,15.99,750.0,12,125.4,9.0,143.91,143.91,0.99,28720.52,18.50999999999999,12.862205545132369,0.75,1.1476076555023922,10.450000000000001,Medium,31.349999999999998
9165,ULTRA BEVERAGE COMPANY LLP,40041,Nero D'Avola Donnafugata Scl,10.38,15.99,750.0,12,124.56,12.0,191.88,15.99,1.35,68054.7,67.32,35.08442776735459,1.0,1.5404624277456647,10.38,Medium,0.0
480,BACARDI USA INC,4379,Bacardi Coconut,0.73,0.99,50.0,170,124.1,215.0,212.85,129.69,10.950000000000001,89286.27,88.75,41.69603006812309,1.2647058823529411,1.7151490733279613,0.73,Large,-32.85
90024,VINILANDIA USA,27499,Pot de Vin Rouge Organic,10.2,14.99,750.0,12,122.4,12.0,179.88,14.99,1.35,2802.64,57.47999999999999,31.95463642428285,1.0,1.4696078431372548,10.200000000000001,Medium,0.0
90017,THE IMPORTED GRAPE LLC,14959,Tutunjian Cab Svgn,10.12,15.49,750.0,12,121.44,12.0,185.88,15.49,1.35,80.03,64.44,34.667527437056165,1.0,1.5306324110671936,10.12,Medium,0.0
1587,VINEYARD BRANDS INC,16796,Delamotte Brut,24.13,39.99,750.0,5,120.64999999999999,19.0,664.8100000000001,349.90000000000003,2.11,6070.09,544.1600000000001,81.85195770220062,3.8,5.510236220472442,24.13,Small,-337.82
6280,UNCORKED,20105,Jonathan Edwards Znfdl Lodi,19.79,29.49,750.0,6,118.74,6.0,176.94,88.47,0.66,15.26,58.2,32.89250593421499,1.0,1.4901465386558868,19.79,Small,0.0
653,STATE WINE & SPIRITS,42952,Asamai Shuzo Heavens Door,19.73,29.99,720.0,6,118.38,4.0,119.96,119.96,0.44,8014.9800000000005,1.5799999999999983,1.3171057019006323,0.6666666666666666,1.0133468491299207,19.73,Small,39.46
2242,DELICATO VINEYARDS INC,25523,Z Alexander Brown Uncage Red,9.86,14.99,750.0,12,118.32,11.0,164.89,44.97,1.24,7982.65,46.56999999999999,28.243071138334646,0.9166666666666666,1.3935936443542933,9.86,Medium,9.86
7153,PINE STATE TRADING CO,5691,P & J Cold Soaked Pineapples,7.87,13.99,375.0,15,118.05,14.0,195.86,125.91,5.49,15884.82,77.81000000000002,39.727356274890234,0.9333333333333333,1.6591274883523932,7.87,Medium,7.87
4692,KOBRAND CORPORATION,25077,Jadot Mercurey 13,19.6,29.99,750.0,6,117.60000000000001,7.0,209.92999999999998,119.96,0.78,9139.38,92.32999999999997,43.981327109036336,1.1666666666666667,1.7851190476190473,19.6,Small,-19.6
9165,ULTRA BEVERAGE COMPANY LLP,2671,Christian Drouin Calvados,16.78,22.99,375.0,7,117.46000000000001,14.0,321.85999999999996,275.88,5.48,68054.7,204.39999999999995,63.505872118312304,2.0,2.7401668653158517,16.78,Small,-117.46000000000001
4425,MARTIGNETTI COMPANIES,23468,Il Poggione di Montalcino,116.99,178.99,1500.0,1,116.99,1.0,178.99,178.99,0.22,144929.24,62.000000000000014,34.63880663724231,1.0,1.529959825626122,116.99,Small,0.0
4692,KOBRAND CORPORATION,25058,Jadot Bourgogne Le Chapitre,19.33,28.99,750.0,6,115.97999999999999,6.0,173.94,173.94,0.66,9139.38,57.96000000000001,33.32183511555709,1.0,1.4997413347128816,19.33,Small,0.0
9815,WINE GROUP INC,25993,Vista Point Merlot,2.41,3.49,750.0,48,115.68,36.0,125.64000000000001,10.47,4.050000000000001,27100.41,9.960000000000008,7.927411652340025,0.75,1.0860995850622408,2.41,Large,28.92
9552,M S WALKER INC,42162,Beyond Svgn Bl,4.62,10.99,750.0,25,115.5,13.0,181.87,27.98,1.4600000000000002,55551.82,66.37,36.493099466652005,0.52,1.5746320346320346,4.62,Medium,55.44
9552,M S WALKER INC,4948,Ron Virgin Black Spiced Rum,9.62,12.99,750.0,12,115.44,29.0,376.71,142.89000000000001,22.85,55551.82,261.27,69.35573783547025,2.4166666666666665,3.263253638253638,9.62,Medium,-163.54
9552,M S WALKER INC,25781,The Crusher 12 Sugar Beet Rd,9.58,13.99,750.0,12,114.96,12.0,167.88,13.99,1.35,55551.82,52.92,31.52251608291637,1.0,1.4603340292275575,9.58,Medium,0.0
7239,REMY COINTREAU USA INC,4308,Mount Gay Eclipse Silver Rum,19.11,25.99,1750.0,6,114.66,5.0,199.95000000000002,199.95000000000002,9.200000000000001,16978.67,85.29000000000002,42.655663915979005,0.8333333333333334,1.7438513867085297,19.11,Small,19.11
9165,ULTRA BEVERAGE COMPANY LLP,25698,Masi Tupungato Corbec,9.52,13.99,750.0,12,114.24,10.0,139.9,55.96,1.12,68054.7,25.66000000000001,18.341672623302365,0.8333333333333334,1.2246148459383754,9.52,Medium,19.04
9744,FREDERICK WILDMAN & SONS,19361,Finca La Linda Bonarda,9.52,13.99,750.0,12,114.24,12.0,167.88,13.99,1.35,3999.93,53.64,31.95139385275197,1.0,1.4695378151260505,9.52,Medium,0.0
4692,KOBRAND CORPORATION,15340,Caposaldo Moscato,9.45,13.99,750.0,12,113.4,12.0,167.88,13.99,1.35,9139.38,54.47999999999999,32.45175125089349,1.0,1.4804232804232804,9.450000000000001,Medium,0.0
8735,SURVILLE ENTERPRISES CORP,17339,Chicken & Turkey Cotes du Rh,5.4,7.99,750.0,21,113.4,12.0,119.88,89.91,1.32,263.32,6.47999999999999,5.405405405405397,0.5714285714285714,1.057142857142857,5.4,Medium,48.6
9552,M S WALKER INC,16934,Manero Rosso di Toscana IGT,9.39,13.99,750.0,12,112.68,12.0,167.88,13.99,1.35,55551.82,55.19999999999999,32.88062902072909,1.0,1.4898828541001063,9.39,Medium,0.0
90047,CRUSH WINES,15775,Paul D Gruner Veltliner,9.35,14.49,1000.0,12,112.2,12.0,173.88,14.49,1.8,1457.73,61.67999999999999,35.4727398205659,1.0,1.5497326203208555,9.35,Medium,0.0
5612,MILTONS DISTRIBUTING CO,25250,TJ Lot #45 Zinfandel Tilting,9.33,13.99,750.0,12,111.96,12.0,167.88,13.99,1.35,9.46,55.92,33.30950679056469,1.0,1.4994640943193998,9.33,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,24516,Cartlidge & Browne Cab Svgn,9.33,13.99,750.0,12,111.96,12.0,167.88,13.99,1.35,68054.7,55.92,33.30950679056469,1.0,1.4994640943193998,9.33,Medium,0.0
3252,E & J GALLO WINERY,7450,New Amsterdam Peach Vodka,9.29,11.99,1000.0,12,111.48,12.0,143.88,11.99,12.6,61966.91,32.39999999999999,22.518765638031688,1.0,1.2906350914962323,9.290000000000001,Medium,0.0
4692,KOBRAND CORPORATION,25063,Jadot Savigny 13 Clos de Gue,27.58,39.99,750.0,4,110.32,7.0,279.93,79.98,0.78,9139.38,169.61,60.59014753688422,1.75,2.5374365482233503,27.58,Small,-82.74
7153,PINE STATE TRADING CO,24966,Rastignac Pineau des Charent,9.14,13.99,750.0,12,109.68,12.0,167.88,13.99,1.35,15884.82,58.19999999999999,34.66761972837741,1.0,1.5306345733041573,9.14,Medium,0.0
8673,STE MICHELLE WINE ESTATES,39438,Columbia Crest Two Vn Shiraz,4.57,6.99,750.0,24,109.68,15.0,110.85000000000001,87.88,1.65,15919.7,1.1700000000000017,1.055480378890394,0.625,1.010667396061269,4.57,Medium,41.13
2000,SOUTHERN WINE & SPIRITS NE,19824,Ch Lalande Boire 10 Brdx,27.27,41.99,750.0,4,109.08,11.0,461.89000000000004,335.92,1.21,19016.59,352.81000000000006,76.38398752949837,2.75,4.234415108177485,27.27,Small,-190.89
9165,ULTRA BEVERAGE COMPANY LLP,16357,Mercer Canyons Rsl,9.08,13.99,750.0,12,108.96,12.0,167.88,13.99,1.35,68054.7,58.92,35.09649749821301,1.0,1.5407488986784141,9.08,Medium,0.0
9165,ULTRA BEVERAGE COMPANY LLP,42741,Il Poggio Sangiovese Rubico,9.08,13.99,750.0,12,108.96,12.0,167.88,13.99,1.35,68054.7,58.92,35.09649749821301,1.0,1.5407488986784141,9.08,Medium,0.0
10754,PERFECTA WINES,21483,Ch Haut Bages Liberal Paulic,36.29,52.99,750.0,3,108.87,5.0,264.95,158.97,0.56,28720.52,156.07999999999998,58.909228156255885,1.6666666666666667,2.433636447138789,36.29,Small,-72.58
1392,CONSTELLATION BRANDS INC,12256,Rex Goliath Pnt Grigio Free,9.03,13.99,1500.0,12,108.36,9.0,119.91,105.92,1.99,79528.99,11.549999999999997,9.632224168126093,0.75,1.1065891472868217,9.03,Medium,27.089999999999996
4425,MARTIGNETTI COMPANIES,21350,Candor Znfdl,9.03,13.99,750.0,12,108.36,12.0,167.88,13.99,1.35,144929.24,59.519999999999996,35.45389563974267,1.0,1.5492801771871538,9.03,Medium,0.0
9206,PHILLIPS PRODUCTS CO.,1697,Phillips Union Cherry Whisky,17.96,22.99,750.0,6,107.76,6.0,137.94,22.99,4.72,2211.83,30.179999999999993,21.879077859939102,1.0,1.280066815144766,17.96,Small,0.0
4425,MARTIGNETTI COMPANIES,23236,Scaggs Vyds Mt Vedeer Montag,26.89,38.99,750.0,4,107.56,12.0,467.88,428.89000000000004,1.32,144929.24,360.32,77.01119945285116,3.0,4.3499442171811085,26.89,Small,-215.12
7153,PINE STATE TRADING CO,22206,MU Creamy Vanilla Latte,8.96,12.99,750.0,12,107.52,11.0,142.89000000000001,77.94,1.22,15884.82,35.37000000000002,24.753306739449936,0.9166666666666666,1.3289620535714288,8.959999999999999,Medium,8.96
10754,PERFECTA WINES,13916,Stellar Organics Shiraz,8.96,12.99,750.0,12,107.52,12.0,155.88,12.99,1.35,28720.52,48.36,31.023864511162436,1.0,1.4497767857142858,8.959999999999999,Medium,0.0
7749,R.P.IMPORTS INC,19059,Chateau Carlmagnus 10,17.76,26.99,750.0,6,106.56,5.0,134.95,134.95,0.55,91.5,28.389999999999986,21.037421267135965,0.8333333333333334,1.2664226726726726,17.76,Small,17.76
9552,M S WALKER INC,33586,Fattoria Del Cerro Vino Nob,8.82,19.99,750.0,12,105.84,12.0,161.88,13.49,1.35,55551.82,56.03999999999999,34.6182357301705,1.0,1.5294784580498866,8.82,Medium,0.0
