VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
4425,MARTIGNETTI COMPANIES,23592,Daou Soul of a Lion Red,75.16,114.99,750.0,24,1803.84,16.0,1814.8400000000001,779.93,1.79,144929.24,11.000000000000227,0.6061140376011233,0.6666666666666666,1.0060981018272133
9552,M S WALKER INC,40213,Gramona Gessami Penedes,9.73,16.99,750.0,185,1800.0500000000002,29.0,492.71,356.78999999999996,3.21,55551.82,-1307.3400000000001,-265.3366077408618,0.15675675675675677,0.27372017443959884
6785,PALM BAY INTERNATIONAL INC,15526,Planeta La Segreta Bianco,6.12,8.99,750.0,294,1799.28,58.0,521.42,260.71,6.46,13605.41,-1277.8600000000001,-245.07306969429638,0.19727891156462585,0.2897936952558801
2561,EDRINGTON AMERICAS,2096,The Macallan Edition No 1,78.12,99.99,750.0,23,1796.7600000000002,0.0,0.0,0.0,0.0,9654.5,-1796.7600000000002,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,22517,J Lohr Cypress Cab Svgn,5.91,8.99,750.0,304,1796.64,20.0,179.8,71.92,2.23,144929.24,-1616.8400000000001,-899.2436040044494,0.06578947368421052,0.10007569685635409
7153,PINE STATE TRADING CO,22174,QM Alvarinho White,13.69,19.99,750.0,131,1793.39,13.0,281.87,281.87,1.43,15884.82,-1511.52,-536.2472061588676,0.09923664122137404,0.15717161353637524
9165,ULTRA BEVERAGE COMPANY LLP,16661,John Anthony Cab Svgn Napa,38.95,59.99,750.0,46,1791.7,4.0,239.96,59.99,0.45,68054.7,-1551.74,-646.6661110185031,0.08695652173913043,0.13392867109449128
8112,MOET HENNESSY USA INC,5515,Grand Marnier Flask,7.65,9.79,200.0,234,1790.1,69.0,675.51,538.4499999999999,14.49,48347.26,-1114.59,-164.99977794555224,0.2948717948717949,0.3773588067705715
1128,BROWN-FORMAN CORP,1107,Common Man Slctn Woodford Rs,36.5,45.99,1000.0,49,1788.5,12.0,551.88,505.89000000000004,12.600000000000001,68601.68,-1236.62,-224.07407407407405,0.24489795918367346,0.30857142857142855
2000,SOUTHERN WINE & SPIRITS NE,10642,Marques de Murrieta RSV Rioj,19.86,28.99,750.0,90,1787.3999999999999,5.0,124.94999999999999,124.94999999999999,0.55,19016.59,-1662.4499999999998,-1330.4921968787514,0.05555555555555555,0.069906008727761
10754,PERFECTA WINES,25867,D Cabirau CdRoussillon Rouge,12.41,18.99,750.0,144,1787.04,14.0,249.85999999999999,196.89,1.55,28720.52,-1537.18,-615.2165212519011,0.09722222222222222,0.13981779926582505
9552,M S WALKER INC,12039,Dom de la Fruitiere Chard,8.27,11.99,750.0,216,1786.32,36.0,431.64,35.97,4.050000000000001,55551.82,-1354.6799999999998,-313.84487072560466,0.16666666666666666,0.24163643692059653
10754,PERFECTA WINES,27328,Canoe Ridge Chard Colum Vly,8.27,11.99,750.0,216,1786.32,65.0,779.35,311.74,7.25,28720.52,-1006.9699999999999,-129.20638994033487,0.30092592592592593,0.4362880111066327
7153,PINE STATE TRADING CO,24465,Tenuta di Capraia 11 Chianti,13.42,19.99,750.0,133,1784.86,21.0,419.78999999999996,299.84999999999997,2.32,15884.82,-1365.07,-325.1792562948141,0.15789473684210525,0.23519491724841163
4425,MARTIGNETTI COMPANIES,21693,Chalk Hill Pnt Nr RRV,23.17,34.99,750.0,77,1784.0900000000001,41.0,1434.5900000000001,1084.69,4.5200000000000005,144929.24,-349.5,-24.362361371541695,0.5324675324675324,0.8041018110072923
8673,STE MICHELLE WINE ESTATES,10398,Spring Vly Frederick Rd,22.87,34.99,750.0,78,1783.86,28.0,961.72,751.78,3.1,15919.7,-822.1399999999999,-85.48642016387305,0.358974358974359,0.5391230253495229
4425,MARTIGNETTI COMPANIES,711,Bitter Truth Celery Bitters,7.4,9.99,200.0,241,1783.3999999999999,16.0,319.84,319.84,3.36,144929.24,-1463.56,-457.5912956478239,0.06639004149377593,0.1793428283054839
4425,MARTIGNETTI COMPANIES,26473,Ch Moulin Canon Fronsac,14.86,21.99,750.0,120,1783.1999999999998,20.0,439.79999999999995,197.91,2.23,144929.24,-1343.3999999999999,-305.45702592087315,0.16666666666666666,0.24663526244952894
90037,THE PIERPONT GROUP LLC,14357,Chilensis Pnt Nr,6.8,9.99,750.0,262,1781.6,101.0,1008.99,319.68,11.3,27.98,-772.6099999999999,-76.57261221617657,0.38549618320610685,0.566339245621913
9552,M S WALKER INC,21814,Hartford OV Znfdl RRV,21.19,31.99,750.0,84,1779.96,36.0,1151.6399999999999,895.7199999999999,3.98,55551.82,-628.3200000000002,-54.558716265499655,0.42857142857142855,0.6470033034450211
7153,PINE STATE TRADING CO,21959,Le Grande Courtage Brut,3.76,5.79,187.0,473,1778.48,0.0,0.0,0.0,0.0,15884.82,-1778.48,-inf,0.0,0.0
9744,FREDERICK WILDMAN & SONS,15192,Folonari Moscato,8.27,14.99,1500.0,215,1778.05,78.0,961.22,826.33,17.27,3999.93,-816.8299999999999,-84.97846486756413,0.3627906976744186,0.540603470093642
12546,JIM BEAM BRANDS COMPANY,884,DeKuyper Orange Curacao,7.08,8.99,1000.0,251,1777.08,22.0,197.78,143.84,23.1,123880.97,-1579.3,-798.5134998483163,0.08764940239043825,0.11129493326130507
4692,KOBRAND CORPORATION,19430,Taittinger La Francaise,13.99,20.99,375.0,127,1776.73,46.0,965.54,587.7199999999999,2.66,9139.38,-811.19,-84.01412680986806,0.36220472440944884,0.5434365379095304
9625,WESTERN SPIRITS BEVERAGE CO,2843,Calumet Farm Bourbon VAP,31.15,45.99,750.0,57,1775.5500000000002,25.0,1099.75,967.7800000000001,19.73,1933.19,-675.8000000000002,-61.45032962036828,0.43859649122807015,0.6193855425079552
3252,E & J GALLO WINERY,6568,Gallo Twin Valley Wh Znfdl C,3.22,4.99,750.0,551,1774.22,176.0,878.24,354.29,19.63,61966.91,-895.98,-102.01994898888687,0.3194192377495463,0.4950006199907565
9552,M S WALKER INC,22854,Vega Sindoa Cab Svgn Navarra,8.27,11.99,750.0,214,1769.78,245.0,3182.5499999999997,805.38,27.41,55551.82,1412.7699999999998,44.39113289657664,1.144859813084112,1.7982743617850805
9552,M S WALKER INC,15209,Writer's Block Pnt Nr,10.52,15.99,750.0,168,1767.36,66.0,1055.34,143.91,7.41,55551.82,-712.02,-67.46830405366991,0.39285714285714285,0.5971279196089082
9206,PHILLIPS PRODUCTS CO.,3701,UV Sangria Vodka,0.79,0.99,50.0,2237,1767.23,0.0,0.0,0.0,0.0,2211.83,-1767.23,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,39977,Little Penguin Cab Svgn Ausl,6.84,14.99,1500.0,258,1764.72,146.0,1458.54,489.51,32.77,144929.24,-306.18000000000006,-20.992225101814146,0.5658914728682171,0.826499388004896
10754,PERFECTA WINES,25192,K Vintners The Klein,49.01,74.99,750.0,36,1764.3600000000001,2.0,149.98,149.98,0.22,28720.52,-1614.38,-1076.396852913722,0.05555555555555555,0.08500532771089798
9552,M S WALKER INC,47011,Freemark Abbey Chard Napa,12.25,18.99,750.0,144,1764.0,51.0,968.49,436.77,5.69,55551.82,-795.51,-82.13920639345785,0.3541666666666667,0.549030612244898
10754,PERFECTA WINES,27326,Canoe Ridge Red Columbia Vly,8.16,11.99,750.0,216,1762.56,59.0,707.41,551.54,6.51,28720.52,-1055.15,-149.15678319503542,0.27314814814814814,0.40135371278140886
6785,PALM BAY INTERNATIONAL INC,43430,Mont Gras RSV Colch Carmener,6.7,9.99,750.0,263,1762.1000000000001,76.0,759.24,449.55,8.44,13605.41,-1002.8600000000001,-132.08735050840315,0.2889733840304182,0.43087225469610124
90047,CRUSH WINES,23060,Navarro Vyds Pnt Nr l'Ancien,19.99,29.99,750.0,88,1759.12,13.0,389.87,269.90999999999997,1.44,1457.73,-1369.25,-351.2068125272527,0.14772727272727273,0.2216278593842376
1392,CONSTELLATION BRANDS INC,20098,Milestone Chard,5.88,9.99,750.0,299,1758.1200000000001,75.0,742.25,640.35,8.26,79528.99,-1015.8700000000001,-136.86359043448974,0.2508361204013378,0.42218392373671876
480,BACARDI USA INC,278,Cazadores Reposado Tequila,21.96,28.99,1000.0,80,1756.8,35.0,1014.65,579.8,36.75,89286.27,-742.15,-73.14344847977135,0.4375,0.5775557832422586
17035,PERNOD RICARD USA,12757,Graffigna Centenario Pnt Gri,6.7,11.99,750.0,262,1755.4,60.0,601.4,331.67,6.67,123780.22,-1154.0,-191.8856002660459,0.22900763358778625,0.34259997721317076
4425,MARTIGNETTI COMPANIES,23107,Duckhorn Howell Mtn Cab Svgn,109.67,169.99,1500.0,16,1754.72,4.0,679.96,509.97,0.89,144929.24,-1074.76,-158.06223895523266,0.25,0.387503419348956
7153,PINE STATE TRADING CO,23021,Jarhead Red,9.08,13.99,750.0,193,1752.4399999999998,85.0,1189.15,881.37,9.41,15884.82,-563.2899999999997,-47.36912920993985,0.44041450777202074,0.6785681678117369
10754,PERFECTA WINES,21440,Cheval Blanc,583.89,869.99,750.0,3,1751.67,0.0,0.0,0.0,0.0,28720.52,-1751.67,-inf,0.0,0.0
17035,PERNOD RICARD USA,22672,Mumm Brut Cve Napa,4.56,6.79,187.0,384,1751.04,135.0,943.65,419.40000000000003,3.87,123780.22,-807.39,-85.56032427277063,0.3515625,0.5389083059210527
8892,TRINCHERO FAMILY ESTATES,38128,Trinity Oaks Pnt Grigio Cal,5.4,8.99,750.0,324,1749.6,36.0,287.64,23.97,4.050000000000001,11595.97,-1461.96,-508.26032540675845,0.1111111111111111,0.16440329218106997
12546,JIM BEAM BRANDS COMPANY,1392,Red Stag Hardcore Cider,10.6,16.99,750.0,165,1749.0,59.0,950.91,691.0699999999999,46.52,123880.97,-798.09,-83.92907846168409,0.3575757575757576,0.5436878216123499
4425,MARTIGNETTI COMPANIES,35716,Miner Gary's Vyd Pnt Nr,37.99,56.99,750.0,46,1747.54,6.0,341.94,170.97,0.67,144929.24,-1405.6,-411.06626893607057,0.13043478260869565,0.19566934090206806
4425,MARTIGNETTI COMPANIES,25605,Frog's Leap Petite Sirah,24.13,34.99,750.0,72,1737.3600000000001,8.0,279.92,209.94,0.88,144929.24,-1457.44,-520.6630465847385,0.1111111111111111,0.16111801814246904
10754,PERFECTA WINES,36660,Campus Oaks Old Vines Znfdl,9.65,13.99,750.0,180,1737.0,48.0,671.52,55.96,5.4,28720.52,-1065.48,-158.66690493209435,0.26666666666666666,0.38659758203799655
8673,STE MICHELLE WINE ESTATES,37166,Snoqualmie Rsl Winemkrs Slct,5.36,7.99,750.0,324,1736.6399999999999,84.0,716.16,168.8,9.43,15919.7,-1020.4799999999999,-142.49329758713137,0.25925925925925924,0.41238253178551687
10754,PERFECTA WINES,25157,M Lynch Bordeaux Blanc Grave,10.27,16.99,750.0,169,1735.6299999999999,69.0,1056.31,840.45,7.62,28720.52,-679.3199999999999,-64.31066637634785,0.40828402366863903,0.6086032161232521
1392,CONSTELLATION BRANDS INC,32296,Clos du Bois RSV Merlot Alex,10.38,15.99,750.0,167,1733.46,90.0,1529.1,985.42,10.0,79528.99,-204.36000000000013,-13.364724347655493,0.5389221556886228,0.8821086151396628
1587,VINEYARD BRANDS INC,15056,Cono Sur Vision Pnt Nr,6.53,9.99,750.0,265,1730.45,92.0,1100.08,541.51,10.22,6070.09,-630.3700000000001,-57.30219620391246,0.3471698113207547,0.6357190326215724
10754,PERFECTA WINES,25333,Garda Pinot Grigio,5.8,8.99,750.0,298,1728.3999999999999,82.0,737.18,161.82,9.190000000000001,28720.52,-991.2199999999999,-134.4610542879622,0.2751677852348993,0.42651006711409395
9552,M S WALKER INC,2612,Four Roses Small Batch 15,71.99,89.99,750.0,24,1727.76,24.0,2159.76,539.9399999999999,18.89,55551.82,432.0000000000002,20.00222246916325,1.0,1.250034727045423
9165,ULTRA BEVERAGE COMPANY LLP,25353,Calmel & Joseph CdRoussillon,9.58,13.99,750.0,180,1724.3999999999999,55.0,769.45,503.64,6.09,68054.7,-954.9499999999998,-124.10812918318277,0.3055555555555556,0.4462131755973093
9206,PHILLIPS PRODUCTS CO.,3648,UV Ruby Red Grapefruit Vodka,6.05,8.99,750.0,285,1724.25,0.0,0.0,0.0,0.0,2211.83,-1724.25,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,23876,Love Lane Cab Svgn,8.49,12.99,750.0,203,1723.47,51.0,554.49,392.64,5.64,68054.7,-1168.98,-210.82075420656818,0.2512315270935961,0.32172883775174504
3252,E & J GALLO WINERY,15333,Maso Canali Pnt Grigio Coll,7.94,11.99,750.0,217,1722.98,36.0,431.64,71.94,4.08,61966.91,-1291.3400000000001,-299.17060513390794,0.16589861751152074,0.2505194488618556
4425,MARTIGNETTI COMPANIES,28005,Somerston Stornoway Red,57.43,84.99,750.0,30,1722.8999999999999,0.0,0.0,0.0,0.0,144929.24,-1722.8999999999999,-inf,0.0,0.0
9815,WINE GROUP INC,19763,M D 20/20 Coco Loco,2.66,3.99,750.0,645,1715.7,134.0,534.6600000000001,67.83,15.07,27100.41,-1181.04,-220.89552238805967,0.20775193798449612,0.31162790697674425
3960,DIAGEO NORTH AMERICA INC,7211,Cocktail Time Strawberry Rtd,8.45,11.99,750.0,203,1715.35,5.0,54.95,32.97,3.93,257032.07,-1660.3999999999999,-3021.6560509554133,0.024630541871921183,0.03203427871862886
7153,PINE STATE TRADING CO,26199,Chronic Cellars Eunice X,11.99,17.99,750.0,143,1714.57,26.0,467.73999999999995,395.78,2.86,15884.82,-1246.83,-266.56475819899947,0.18181818181818182,0.2728030934869967
9165,ULTRA BEVERAGE COMPANY LLP,2850,Kavalan Soloist Tawain Whsky,285.71,379.99,750.0,6,1714.26,2.0,759.98,759.98,1.58,68054.7,-954.28,-125.56646227532302,0.3333333333333333,0.4433283165914155
4425,MARTIGNETTI COMPANIES,24282,Paul Hobbs Nathan Coombs Cab,214.28,329.99,750.0,8,1714.24,0.0,0.0,0.0,0.0,144929.24,-1714.24,-inf,0.0,0.0
9552,M S WALKER INC,26671,Catena Zapata 3pk 09-10-11 R,244.89,359.99,750.0,7,1714.23,2.0,719.98,719.98,0.22,55551.82,-994.25,-138.09411372538125,0.2857142857142857,0.42000198339779377
10754,PERFECTA WINES,23783,Pavillon du Ch Margaux 12 Ma,114.28,167.99,750.0,15,1714.1999999999998,5.0,839.95,167.99,0.56,28720.52,-874.2499999999998,-104.0835764033573,0.3333333333333333,0.4899953330999884
8673,STE MICHELLE WINE ESTATES,34101,Ch Ste Michelle Cab Svgn,15.86,24.99,750.0,108,1712.8799999999999,89.0,2054.1099999999997,1383.3999999999999,9.85,15919.7,341.2299999999998,16.61206069782046,0.8240740740740741,1.1992141889682872
1703,ALISA CARR BEVERAGES,90014,Ch Giscours Margaux 12,40.78,61.99,750.0,42,1712.76,62.0,3843.38,1921.69,6.92,172.0,2130.62,55.43610051569191,1.4761904761904763,2.2439687988976855
10754,PERFECTA WINES,34841,Hopler Pnt Bl,11.72,18.99,750.0,146,1711.12,31.0,526.6899999999999,441.73999999999995,3.42,28720.52,-1184.4299999999998,-224.88180903377696,0.21232876712328766,0.30780424517275234
9165,ULTRA BEVERAGE COMPANY LLP,25989,Antech Limoux Emotion Sprklg,9.45,13.99,750.0,181,1710.45,31.0,433.69,349.75,3.43,68054.7,-1276.76,-294.394613664138,0.1712707182320442,0.25355315852553423
9165,ULTRA BEVERAGE COMPANY LLP,19077,Ornellaia Bolgheri 10,131.57,199.99,750.0,13,1710.4099999999999,9.0,1799.91,799.96,1.01,68054.7,89.50000000000023,4.972470845764523,0.6923076923076923,1.0523266351342662
9819,TREASURY WINE ESTATES,42789,Greg Norman Pnt Nr Cal Est,10.06,17.99,750.0,170,1710.2,81.0,1153.19,815.4300000000001,8.98,14836.57,-557.01,-48.30166754827912,0.4764705882352941,0.6743012513156356
4425,MARTIGNETTI COMPANIES,25513,Elvio Cogno Dolcetto D'Alba,13.79,19.99,750.0,124,1709.9599999999998,11.0,219.89,179.91,1.21,144929.24,-1490.0699999999997,-677.6433671381144,0.08870967741935484,0.12859365131348102
4425,MARTIGNETTI COMPANIES,42801,Benton Lane Pnt Gris Willamt,11.03,15.99,750.0,155,1709.65,0.0,0.0,0.0,0.0,144929.24,-1709.65,-inf,0.0,0.0
90017,THE IMPORTED GRAPE LLC,10030,Pacifico Sur Pnt Nr Rsv,5.19,9.99,750.0,329,1707.51,39.0,389.61,159.84,4.36,80.03,-1317.9,-338.26133826133827,0.11854103343465046,0.22817435915455841
9744,FREDERICK WILDMAN & SONS,26692,Faiveley Meursault  4 Blagny,40.64,62.99,750.0,42,1706.88,19.0,1196.81,629.9,2.11,3999.93,-510.07000000000016,-42.6191291850837,0.4523809523809524,0.7011682133483313
4425,MARTIGNETTI COMPANIES,44186,H Brunier Telegramme Pape,31.03,49.99,750.0,55,1706.65,43.0,1934.5700000000002,1214.73,4.76,144929.24,227.92000000000007,11.7814294649457,0.7818181818181819,1.1335481791814375
9165,ULTRA BEVERAGE COMPANY LLP,22905,Mercer Canyons Chard,4.65,10.99,750.0,367,1706.55,322.0,1703.3799999999999,338.56,36.13,68054.7,-3.1700000000000728,-0.1861005765008438,0.8773841961852861,0.9981424511441211
6213,MHW LTD,837,Bols Creme de Banana,7.93,9.99,1000.0,215,1704.95,59.0,589.41,489.51,61.95,9621.58,-1115.54,-189.26384011129772,0.2744186046511628,0.3457051526437725
6213,MHW LTD,5414,Bols Amaretto Liqueur,6.15,9.99,750.0,277,1703.55,61.0,487.39,407.49,48.11,9621.58,-1216.1599999999999,-249.5250210303863,0.22021660649819494,0.2861025505561915
2000,SOUTHERN WINE & SPIRITS NE,26222,Jarvis Cab Svgn Rsv Napa,141.89,209.99,750.0,12,1702.68,0.0,0.0,0.0,0.0,19016.59,-1702.68,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,2093,Hardy Noces d'Argent,141.72,179.99,750.0,12,1700.6399999999999,1.0,179.99,179.99,0.79,68054.7,-1520.6499999999999,-844.8524918051002,0.08333333333333333,0.1058366262113087
9552,M S WALKER INC,21010,La Jota Cab Svgn Howell Mtn,42.48,64.99,750.0,40,1699.2,7.0,454.92999999999995,259.96,0.78,55551.82,-1244.27,-273.50801222166047,0.175,0.2677318738229755
9744,FREDERICK WILDMAN & SONS,26691,Dom Faiveley Corton-Charl 14,141.44,214.99,750.0,12,1697.28,0.0,0.0,0.0,0.0,3999.93,-1697.28,-inf,0.0,0.0
2561,EDRINGTON AMERICAS,2112,Cutty Sark Prohibition,15.55,26.99,750.0,109,1694.95,5.0,104.94999999999999,83.96,3.9400000000000004,9654.5,-1590.0,-1515.007146260124,0.045871559633027525,0.06191923065577155
4425,MARTIGNETTI COMPANIES,27191,Trefethen Rsv Cab Svgn,70.58,107.99,750.0,24,1693.92,9.0,971.91,863.92,0.99,144929.24,-722.0100000000001,-74.2877426922246,0.375,0.5737638141116463
9744,FREDERICK WILDMAN & SONS,26696,O Leflaive Rully 14 Le Cloux,18.82,28.99,750.0,90,1693.8,35.0,1014.65,521.8199999999999,3.89,3999.93,-679.15,-66.93441088059922,0.3888888888888889,0.5990376667847443
8673,STE MICHELLE WINE ESTATES,27501,Ch Ste Michelle Cold Crk Mer,15.68,23.99,750.0,108,1693.44,19.0,455.81,191.92,2.13,15919.7,-1237.63,-271.52322239529633,0.17592592592592593,0.26916217876039306
6785,PALM BAY INTERNATIONAL INC,17988,Porta Vita Blush Rosato,8.1,11.99,1500.0,209,1692.9,73.0,875.27,275.77,16.37,13605.41,-817.6300000000001,-93.41460349377908,0.3492822966507177,0.517024041585445
8892,TRINCHERO FAMILY ESTATES,24967,Terra d'Oro Ch Bl/Viognier,8.1,11.99,750.0,209,1692.9,46.0,551.54,359.7,5.1000000000000005,11595.97,-1141.3600000000001,-206.94056641404072,0.22009569377990432,0.32579597141000644
3960,DIAGEO NORTH AMERICA INC,7202,Cocktail Time Key Lime Rtd,8.33,11.99,750.0,203,1690.99,5.0,54.95,54.95,3.95,257032.07,-1636.04,-2977.324840764331,0.024630541871921183,0.03249575692345904
2000,SOUTHERN WINE & SPIRITS NE,26224,Jarvis Chard Estate Napa,40.26,59.99,750.0,42,1690.92,19.0,1139.81,899.85,2.1,19016.59,-551.1100000000001,-48.351040962967524,0.4523809523809524,0.6740768339128994
9165,ULTRA BEVERAGE COMPANY LLP,21771,Jamieson Ranch Cab Svgn,23.48,34.99,750.0,72,1690.56,9.0,314.91,174.95000000000002,1.0,68054.7,-1375.6499999999999,-436.83909688482413,0.125,0.18627555366269166
4425,MARTIGNETTI COMPANIES,29469,Round Hill Merlot Cal,9.39,13.99,1500.0,180,1690.2,48.0,671.52,97.93,10.8,144929.24,-1018.6800000000001,-151.69764117226592,0.26666666666666666,0.39730209442669506
3252,E & J GALLO WINERY,43380,Edna Valley San Luis Obs Mer,8.27,11.99,750.0,204,1687.08,92.0,1069.08,181.84,10.33,61966.91,-618.0,-57.80671231339096,0.45098039215686275,0.6336866064442706
3252,E & J GALLO WINERY,13696,Barefoot Cellars Pnt Nr,4.39,6.49,187.0,384,1685.76,158.0,1025.42,162.25,4.49,61966.91,-660.3399999999999,-64.39702755943905,0.4114583333333333,0.608283504176158
6785,PALM BAY INTERNATIONAL INC,14655,Arrogant Frog Pnt Nr,6.53,9.99,750.0,258,1684.74,84.0,839.16,79.92,9.46,13605.41,-845.58,-100.76505076505077,0.32558139534883723,0.4980946614907938
3252,E & J GALLO WINERY,13702,Barefoot Cellars Cab Svgn,4.45,6.49,187.0,378,1682.1,92.0,597.0799999999999,129.8,2.62,61966.91,-1085.02,-181.7210424063777,0.24338624338624337,0.3549610605790381
10754,PERFECTA WINES,27267,Krupps The Water Witch Red,46.7,70.99,750.0,36,1681.1999999999998,4.0,283.96,283.96,0.44,28720.52,-1397.2399999999998,-492.0552190449358,0.1111111111111111,0.1689031644063764
4425,MARTIGNETTI COMPANIES,23130,Alexanders Crown Cab Svgn,46.66,72.99,750.0,36,1679.76,14.0,1021.8599999999999,948.8699999999999,1.54,144929.24,-657.9000000000001,-64.38259644178265,0.3888888888888889,0.6083369052721816
8112,MOET HENNESSY USA INC,45980,Cheval des Andes Mendoza,39.99,65.99,750.0,42,1679.58,9.0,539.91,359.94,1.0,48347.26,-1139.67,-211.08518086347726,0.21428571428571427,0.32145536384096024
10754,PERFECTA WINES,21002,Bonpas Blanc Rhone Vly,7.74,13.99,750.0,217,1679.58,47.0,571.53,415.66,5.21,28720.52,-1108.05,-193.87433730512834,0.21658986175115208,0.3402814989461651
6213,MHW LTD,838,Bols Cherry Flavored Brandy,7.96,10.99,1000.0,211,1679.56,57.0,626.43,318.71,59.85,9621.58,-1053.13,-168.1161502482321,0.27014218009478674,0.3729726833218224
4425,MARTIGNETTI COMPANIES,5065,Berentzen Apple Liqueur,11.42,17.99,750.0,147,1678.74,180.0,3598.2,1759.12,141.78,144929.24,1919.4599999999998,53.34500583625146,1.2244897959183674,2.1433932592301366
1392,CONSTELLATION BRANDS INC,2689,Black Velvet Reserve,14.72,18.99,1750.0,114,1678.08,43.0,816.5699999999999,569.6999999999999,79.05,79528.99,-861.51,-105.50350857856645,0.37719298245614036,0.48660969679633864
516,BANFI PRODUCTS CORP,22840,Banfi Poggio All'Oro Br Mont,83.86,129.99,750.0,20,1677.2,3.0,389.97,259.98,0.33,8510.41,-1287.23,-330.08436546401003,0.15,0.23251252086811353
9744,FREDERICK WILDMAN & SONS,23170,Marchesi di Barolo Sarmsa 07,52.41,75.99,750.0,32,1677.12,11.0,835.89,303.96,1.23,3999.93,-841.2299999999999,-100.63884003876107,0.34375,0.498407985117344
10754,PERFECTA WINES,24156,NY Yankees Cab Svgn,12.9,19.99,750.0,130,1677.0,112.0,2204.8799999999997,1687.1399999999999,12.370000000000001,28720.52,527.8799999999997,23.941438989876985,0.8615384615384616,1.3147763864042932
90047,CRUSH WINES,15838,Ravines Finger Rsl Lakes,11.03,17.99,750.0,152,1676.5600000000002,27.0,474.72999999999996,404.77,2.98,1457.73,-1201.8300000000002,-253.16074400185374,0.17763157894736842,0.28315717898554177
6785,PALM BAY INTERNATIONAL INC,7215,Lancers Rose,3.97,5.99,750.0,422,1675.34,166.0,994.3399999999999,185.69,18.64,13605.41,-681.0,-68.48764004264135,0.3933649289099526,0.5935153461386942
1590,DIAGEO CHATEAU ESTATE WINES,46733,Stellina di Notte Pnt Grigio,8.21,11.99,750.0,204,1674.84,41.0,491.59,119.9,4.59,7259.75,-1183.25,-240.6985496043451,0.20098039215686275,0.2935146043801199
7245,PROXIMO SPIRITS INC.,2877,Bushmills 16 Yr Old Irish W,49.25,65.99,750.0,34,1674.5,10.0,659.9,593.91,7.890000000000001,38994.78,-1014.6,-153.7505682679194,0.29411764705882354,0.3940877873992236
1392,CONSTELLATION BRANDS INC,20181,Ruffino Prosecco,4.66,6.99,375.0,359,1672.94,109.0,761.91,328.53000000000003,6.19,79528.99,-911.0300000000001,-119.57186544342508,0.30362116991643456,0.45543175487465176
17035,PERNOD RICARD USA,8943,Malibu Rum Sparkler RTD,7.74,13.99,750.0,216,1671.84,40.0,399.6,269.73,31.490000000000002,123780.22,-1272.2399999999998,-318.37837837837833,0.18518518518518517,0.23901808785529718
10754,PERFECTA WINES,25190,Sixto Chardonnay,23.52,35.99,750.0,71,1669.92,50.0,1799.5,863.76,5.5600000000000005,28720.52,129.57999999999993,7.200889135871072,0.704225352112676,1.0775965315703746
2000,SOUTHERN WINE & SPIRITS NE,24990,Turnbull Cab Svgn Oakvile 12,46.35,69.99,750.0,36,1668.6000000000001,30.0,2099.7,909.8699999999999,3.3600000000000003,19016.59,431.0999999999997,20.531504500642935,0.8333333333333334,1.2583603020496221
90047,CRUSH WINES,42677,Kistler Les Noisetiers Sono,37.92,54.99,750.0,44,1668.48,9.0,494.91,219.96,1.01,1457.73,-1173.57,-237.12796265987754,0.20454545454545456,0.29662327387802073
4425,MARTIGNETTI COMPANIES,27697,Volpaia Prelius Cab Svgn,9.93,14.99,750.0,168,1668.24,3.0,44.97,44.97,0.33,144929.24,-1623.27,-3609.6731154102736,0.017857142857142856,0.026956553013954825
660,SAZERAC NORTH AMERICA INC.,114,Mr Boston Creme de Banana,5.11,6.49,1000.0,326,1665.86,88.0,571.12,389.40000000000003,92.4,17932.33,-1094.7399999999998,-191.68300882476535,0.26993865030674846,0.342837933559843
9744,FREDERICK WILDMAN & SONS,25423,Pol Roger 02 Sir W Churchill,151.36,220.99,750.0,11,1664.96,4.0,883.96,662.97,0.44,3999.93,-781.0,-88.35241413638626,0.36363636363636365,0.5309196617336153
9165,ULTRA BEVERAGE COMPANY LLP,18615,Ruca Malen Cab Svgn Rsv,10.88,16.99,750.0,153,1664.64,51.0,815.49,655.59,5.62,68054.7,-849.1500000000001,-104.12757973733584,0.3333333333333333,0.4898897058823529
9552,M S WALKER INC,29902,Au Bon Climate Pnt Nr,14.86,21.99,750.0,112,1664.32,34.0,747.66,351.84,3.7800000000000002,55551.82,-916.66,-122.60385736832251,0.30357142857142855,0.4492285137473563
4425,MARTIGNETTI COMPANIES,28753,Round Hill Common Man Merlot,6.03,8.99,750.0,276,1664.28,84.0,755.16,62.93,9.450000000000001,144929.24,-909.12,-120.38773240108056,0.30434782608695654,0.4537457639339534
7153,PINE STATE TRADING CO,20947,Catalpa Cab Svgn,10.66,15.99,750.0,156,1662.96,63.0,1133.37,107.94,7.090000000000001,15884.82,-529.5900000000001,-46.72701765531117,0.40384615384615385,0.6815377399336122
