VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
1128,BROWN-FORMAN CORP,1233,Jack Daniels No 7 Black,26.27,36.99,1750.0,145080,3811251.6,43772.0,1569287.28,178984.6,80426.87,68601.68,-2241964.3200000003,-142.86513046865454,0.3017094017094017,0.41175116331863265
4425,MARTIGNETTI COMPANIES,3405,Tito's Handmade Vodka,23.19,28.99,1750.0,164038,3804041.22,47449.0,1418645.51,150109.41,87183.24,144929.24,-2385395.71,-168.14600216794116,0.28925614796571525,0.3729311613505597
17035,PERNOD RICARD USA,8068,Absolut 80 Proof,18.24,24.99,1750.0,187407,3418303.68,50762.0,1220613.88,120364.10999999999,93270.99,123780.22,-2197689.8000000003,-180.0479116295155,0.27086501571446103,0.3570817558257433
3960,DIAGEO NORTH AMERICA INC,4261,Capt Morgan Spiced Rum,16.17,22.99,1750.0,201682,3261197.94,78739.0,1701015.61,113482.82999999999,144678.82,257032.07,-1560182.3299999998,-91.72063565013373,0.39041163812338237,0.5215922618913467
3960,DIAGEO NORTH AMERICA INC,3545,Ketel One Vodka,21.89,29.99,1750.0,138109,3023206.01,42736.0,1313126.64,148208.13999999998,78523.47,257032.07,-1710079.3699999999,-130.22958471088515,0.3094367492343004,0.43434904391447676
480,BACARDI USA INC,3858,Grey Goose Vodka,17.77,23.99,750.0,138809,2466635.93,40645.0,965541.55,118970.31,32003.38,89286.27,-1501094.3800000001,-155.46657520849308,0.29281242570726684,0.3914406411812869
17035,PERNOD RICARD USA,2589,Jameson Irish Whiskey,30.76,39.99,1750.0,70783,2177285.08,30778.0,1181346.22,163057.87,56551.479999999996,123780.22,-995938.8600000001,-84.30541725523955,0.4348219205176384,0.5425776490417139
3960,DIAGEO NORTH AMERICA INC,3102,Smirnoff Traveler,12.94,17.99,1750.0,161386,2088334.84,37311.0,640635.89,56200.56,68556.18,257032.07,-1447698.9500000002,-225.97843370904496,0.23119105746471194,0.3067687603200644
3960,DIAGEO NORTH AMERICA INC,3489,Tanqueray,20.73,27.99,1750.0,91835,1903739.55,24435.0,695419.65,131495.97999999998,44895.17,257032.07,-1208319.9,-173.75406346369417,0.2660750258615996,0.3652913813761972
12546,JIM BEAM BRANDS COMPANY,1376,Jim Beam,16.29,21.99,1750.0,108866,1773427.14,37571.0,818623.29,112438.68,69032.06999999999,123880.97,-954803.8499999999,-116.63531463904475,0.3451123399408447,0.46160525658809987
17035,PERNOD RICARD USA,2585,Jameson Irish Whiskey,16.42,22.99,750.0,93205,1530426.1,30086.0,728274.14,118523.96999999999,23688.28,123780.22,-802151.9600000001,-110.1442322255188,0.32279384153210666,0.47586364346504545
3960,DIAGEO NORTH AMERICA INC,2757,Johnnie Walker Red Label,22.38,29.99,1750.0,66942,1498161.96,21232.0,620707.6799999999,121881.45,39011.35,257032.07,-877454.28,-141.3635288031236,0.31717008753846615,0.41431280233546974
480,BACARDI USA INC,2663,Dewars White Label,21.42,29.99,1750.0,69001,1478001.42,24807.0,743961.9299999999,131896.02,45579.14,89286.27,-734039.49,-98.66627046359751,0.3595165287459602,0.5033567085476819
10000,MAJESTIC FINE WINES,6570,Kendall Jackson Chard Vt RSV,6.77,10.99,750.0,215668,1460072.3599999999,65234.0,689588.66,50236.090000000004,7333.77,17587.59,-770483.6999999998,-111.73091216436184,0.30247417326631676,0.47229759215495326
9165,ULTRA BEVERAGE COMPANY LLP,3650,Patron Silver Tequila,33.81,48.99,750.0,42951,1452173.31,10802.0,529671.98,175187.28,8504.7,68054.7,-922501.3300000001,-174.16464620235342,0.2514958906661079,0.3647443293114924
3960,DIAGEO NORTH AMERICA INC,2753,Johnnie Walker Black Label,44.77,59.99,1750.0,31596,1414552.92,12540.0,756620.6,156462.21,23041.97,257032.07,-657932.32,-86.95670194546645,0.3968856817318648,0.5348832053593301
17035,PERNOD RICARD USA,5364,Kahlua,23.07,29.99,1750.0,60645,1399080.15,19760.0,592602.4,135824.71,36305.62,123780.22,-806477.7499999999,-136.09086800863443,0.3258306538049303,0.4235657263810083
3960,DIAGEO NORTH AMERICA INC,8082,Baileys Irish Cream,21.73,33.99,1750.0,64249,1396130.77,33418.0,983532.82,135158.46,61402.19,257032.07,-412597.95000000007,-41.95060313289801,0.5201326090678454,0.7044704128969237
3960,DIAGEO NORTH AMERICA INC,8680,Crown Royal,28.88,39.99,1750.0,47546,1373128.48,16548.0,627272.52,161927.46000000002,30404.2,257032.07,-745855.96,-118.90461262355313,0.34804189626887644,0.4568199765254305
3960,DIAGEO NORTH AMERICA INC,4260,Capt Morgan Original Barrel,16.66,21.99,1750.0,79078,1317439.48,1515.0,33245.35,2521.35,2783.71,257032.07,-1284194.13,-3862.7781930405304,0.01915829940059182,0.025234821412821178
480,BACARDI USA INC,3348,Bombay Sapphire Gin,22.38,29.99,1750.0,57349,1283470.62,14706.0,453092.44,122217.59,27019.91,89286.27,-830378.1800000002,-183.26904328838506,0.2564299290310206,0.35302127913142256
480,BACARDI USA INC,3857,Grey Goose Vodka,38.27,49.99,1750.0,33388,1277758.76,9849.0,496303.51,160152.32,18096.12,89286.27,-781455.25,-157.45511249759247,0.2949862225949443,0.38841722360799935
8664,"STOLI GROUP,(USA) LLC",8112,Stolichnaya,19.52,24.99,1750.0,61936,1208990.72,18615.0,451687.35,105479.12999999999,34201.979999999996,18544.49,-757303.37,-167.66096504584422,0.30055218289847585,0.37360696201208227
480,BACARDI USA INC,126,Grey Goose Vodka,20.14,32.99,1000.0,59878,1205942.92,20354.0,599856.46,81327.02,21371.7,89286.27,-606086.46,-101.03858179671849,0.3399245131767928,0.4974169590049917
12546,JIM BEAM BRANDS COMPANY,3512,Pinnacle Vodka,11.76,16.99,1750.0,101480,1193404.8,29684.0,483430.16,83366.84999999999,54540.04,123880.97,-709974.6400000001,-146.8618838344716,0.29251083957430035,0.40508481279780334
12546,JIM BEAM BRANDS COMPANY,2120,Canadian Club,12.21,16.99,1750.0,97473,1190145.33,29781.0,469957.19,80647.01,54718.01,123880.97,-720188.1400000001,-153.24547752955968,0.3055307623649626,0.39487378402770357
7245,PROXIMO SPIRITS INC.,8159,Jose Cuervo Especial,19.69,25.99,1750.0,59088,1163442.72,14308.0,379823.92,111159.15999999999,26288.17,38994.78,-783618.8,-206.311071719759,0.24214730571351206,0.3264655091915483
480,BACARDI USA INC,4243,Bacardi Superior Rum,14.49,19.99,1750.0,76389,1106876.61,32898.0,665583.02,99866.79999999999,60446.0,89286.27,-441293.5900000001,-66.30181010326856,0.43066410085221696,0.6013163653354279
8112,MOET HENNESSY USA INC,6654,Veuve Clicquot Brut Yellow,27.2,39.99,750.0,40380,1098336.0,18485.0,750363.15,115086.18000000001,2075.3,48347.26,-347972.85,-46.373925745154196,0.45777612679544327,0.6831817859015821
3960,DIAGEO NORTH AMERICA INC,8512,Baileys Irish Cream,14.72,19.99,750.0,72952,1073853.44,27772.0,557094.28,93927.34,21866.46,257032.07,-516759.1599999999,-92.75973179979516,0.38068867200350914,0.5187805516551682
7245,PROXIMO SPIRITS INC.,3802,Three Olives Vodka,13.43,18.99,1750.0,77066,1034996.38,12326.0,247312.74,80636.12999999999,22646.59,38994.78,-787683.64,-318.49699291674176,0.15994082993797523,0.23895034299540255
11567,CAMPARI AMERICA,3826,Skyy Vodka,15.74,19.99,1750.0,65382,1029112.6799999999,19254.0,390927.45999999996,94418.64,35374.979999999996,20964.81,-638185.22,-163.24901300103093,0.2944847205652932,0.37986847076842933
8112,MOET HENNESSY USA INC,42188,Moet & Chandon Nectar Imp Rs,34.01,52.99,750.0,29829,1014484.29,12896.0,656147.04,48919.380000000005,1449.19,48347.26,-358337.25,-54.61233963655463,0.43233095309933284,0.6467789067487679
17035,PERNOD RICARD USA,3423,Beefeater,21.25,26.99,1750.0,46163,980963.75,11183.0,294143.17,94963.95999999999,20547.38,123780.22,-686820.5800000001,-233.49873464680485,0.24225028702640644,0.29985121264674663
8004,SAZERAC CO INC,5138,Fireball Cinnamon Whisky,11.1,13.99,750.0,87954,976289.4,24385.0,343144.9,70487.35,19198.41,50293.62,-633144.5,-184.5122862091204,0.2772471973986402,0.35147867015661544
17035,PERNOD RICARD USA,5734,Malibu Rum,15.82,21.99,1750.0,61639,975128.98,15846.0,338495.54,85080.2,29114.61,123780.22,-636633.44,-188.07734955680658,0.25707749963497134,0.34712899210522896
480,BACARDI USA INC,4227,Bacardi Superior Rum Trav,14.17,17.99,1750.0,68294,967725.98,1043.0,19403.57,2634.5899999999997,1916.4,89286.27,-948322.41,-4887.360470263978,0.015272205464608897,0.020050686249014415
4425,MARTIGNETTI COMPANIES,3505,Tito's Handmade Vodka,13.76,18.99,750.0,69299,953554.24,23334.0,443112.66,93696.65999999999,18370.71,144929.24,-510441.58,-115.19453766001631,0.3367148155096033,0.46469581006739585
1128,BROWN-FORMAN CORP,1232,Jack Daniels No 7 Black,15.93,22.99,750.0,52932,843206.76,15574.0,368457.26,103867.62,12261.22,68601.68,-474749.5,-128.84791576640396,0.29422655482505855,0.43697142560858976
12546,JIM BEAM BRANDS COMPANY,1385,Makers Mark,20.45,26.99,750.0,41048,839431.6,14701.0,380781.99,112945.85999999999,11574.02,123880.97,-458649.61,-120.4493967795063,0.3581416877801598,0.45361884160663
8004,SAZERAC CO INC,5103,Fireball Cinnamon Whisky,17.14,23.99,1750.0,44198,757553.72,13323.0,332512.77,102679.98999999999,24479.14,50293.62,-425040.94999999995,-127.8269553376852,0.30143897913932755,0.43892962468721036
17035,PERNOD RICARD USA,8000,The Glenlivet 12 Yr Single,53.96,67.99,1750.0,13759,742435.64,3971.0,277930.29,130601.34,7297.13,123780.22,-464505.35000000003,-167.13016418613464,0.2886110909223054,0.37434933753988425
3960,DIAGEO NORTH AMERICA INC,2432,Crown Royal,17.59,22.99,750.0,41893,736897.87,14010.0,324181.89999999997,99438.10999999999,11029.94,257032.07,-412715.97000000003,-127.30999787465002,0.33442341202587544,0.43992785594562783
17035,PERNOD RICARD USA,5365,Kahlua,14.84,18.99,750.0,48583,720971.72,17225.0,328043.75,86479.65,13561.02,123780.22,-392927.97,-119.77913616705086,0.35454788712100943,0.4550022433612237
3960,DIAGEO NORTH AMERICA INC,3876,Smirnoff 80 Proof,13.95,19.99,1750.0,50962,710919.9,27435.0,492282.64999999997,81361.43,50408.06,257032.07,-218637.25000000006,-44.412950568133994,0.5383422942584671,0.6924586722076566
1392,CONSTELLATION BRANDS INC,3913,Svedka Vodka,14.28,17.99,1750.0,48481,692308.68,17712.0,302366.38,73609.84,32542.28,79528.99,-389942.30000000005,-128.9635110887659,0.3653389987830284,0.4367508146799488
8004,SAZERAC CO INC,3522,Platinum 7X Distilled Vodka,9.62,12.99,1750.0,71899,691668.38,21342.0,277232.58,63767.91,39211.32,50293.62,-414435.8,-149.490294394692,0.2968330574834142,0.4008171950841529
1392,CONSTELLATION BRANDS INC,2114,Black Velvet Canadian Whisky,9.41,12.99,1750.0,73227,689066.07,21392.0,275402.08,60542.1,39304.09,79528.99,-413663.98999999993,-150.20365496150208,0.29213268329987574,0.3996744172877356
4425,MARTIGNETTI COMPANIES,11219,Josh Cellars Cab Svgn Sonoma,8.44,12.99,750.0,80030,675453.2,30404.0,405359.9,56100.75,3415.7000000000003,144929.24,-270093.29999999993,-66.63049305074328,0.37990753467449706,0.6001302532877186
9552,M S WALKER INC,3893,Zhenka 80 Proof,7.93,9.99,1750.0,81447,645874.71,20217.0,201967.83000000002,44225.73,37144.5,55551.82,-443906.87999999995,-219.79088451858888,0.2482227706361192,0.31270434787576684
1128,BROWN-FORMAN CORP,811,Jack Daniels No 7 Black,19.84,29.99,1000.0,32554,645871.36,12041.0,347475.58999999997,75722.26999999999,12643.05,68601.68,-298395.77,-85.8753186087115,0.36987774159857467,0.5379950428518768
3960,DIAGEO NORTH AMERICA INC,2443,Seagrams VO,13.48,16.99,1750.0,47654,642375.92,12308.0,240307.91999999998,72776.12,22613.94,257032.07,-402068.00000000006,-167.31366989485826,0.2582784236370504,0.37409235389769896
660,SAZERAC NORTH AMERICA INC.,2127,Canadian Ltd,7.19,10.49,1750.0,86887,624717.53,23742.0,248873.08000000002,49749.05,43621.59,17932.33,-375844.45,-151.01852317655246,0.27325146454590443,0.3983769752707276
1392,CONSTELLATION BRANDS INC,6682,R M Woodbridge Chard Cal,6.03,8.99,1500.0,101547,612328.41,30989.0,302160.11,43614.020000000004,6965.41,79528.99,-310168.30000000005,-102.65031343813055,0.30516903502811504,0.4934608701235991
3960,DIAGEO NORTH AMERICA INC,3798,Ciroc Apple Vodka,19.83,28.99,750.0,30830,611358.9,6102.0,152488.98,40058.969999999994,4805.7,257032.07,-458869.92000000004,-300.92005337041405,0.1979240999026922,0.24942628626163782
3960,DIAGEO NORTH AMERICA INC,4262,Capt Morgan Spiced Rum,11.19,13.99,750.0,54552,610436.88,19938.0,305928.62,67797.53,15697.7,257032.07,-304508.26,-99.53572176411609,0.3654861416630004,0.50116339628759
